activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
SRM: Complete,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
SRM: Awaiting Approval,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
SRM: Document Completed,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
SRM: In Transfer to Execution Syst.,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
SRM: Change was Transmitted,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
SRM: Ordered,2000000130_00001,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
Create Purchase Order Item,2000000130_00001,,user_000,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,user_000
Vendor creates invoice,2000000130_00001,,NONE,2018-02-07T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,NONE
Record Goods Receipt,2000000130_00001,,user_000,2018-02-13T12:25:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,user_000
Record Invoice Receipt,2000000130_00001,,user_013,2018-04-04T09:10:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,user_013
Clear Invoice,2000000130_00001,,user_002,2018-04-26T09:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,user_002
SRM: Created,2000000130_00002,,batch_00,2018-02-06T08:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: Complete,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: Awaiting Approval,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: Document Completed,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: In Transfer to Execution Syst.,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: Ordered,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
SRM: Change was Transmitted,2000000130_00002,,batch_00,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,batch_00
Create Purchase Order Item,2000000130_00002,,user_000,2018-02-06T09:46:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,user_000
Vendor creates invoice,2000000130_00002,,NONE,2018-02-07T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,NONE
Record Goods Receipt,2000000130_00002,,user_000,2018-02-13T12:25:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,user_000
Record Invoice Receipt,2000000130_00002,,user_013,2018-04-04T09:10:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,user_013
Clear Invoice,2000000130_00002,,user_002,2018-04-26T09:12:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00002,80.0,user_002
SRM: Created,2000000131_00001,,batch_00,2018-02-06T12:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
SRM: Complete,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
SRM: Awaiting Approval,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
SRM: Document Completed,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
SRM: In Transfer to Execution Syst.,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
SRM: Ordered,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
Create Purchase Order Item,2000000131_00001,,user_000,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_000
SRM: Change was Transmitted,2000000131_00001,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
Vendor creates invoice,2000000131_00001,,NONE,2018-02-21T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,NONE
Vendor creates debit memo,2000000131_00001,,NONE,2018-02-21T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,NONE
Record Goods Receipt,2000000131_00001,,user_000,2018-02-23T07:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_000
Record Invoice Receipt,2000000131_00001,,batch_00,2018-02-26T13:31:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,batch_00
Record Goods Receipt,2000000131_00001,,user_000,2018-03-05T13:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_000
Cancel Invoice Receipt,2000000131_00001,,user_006,2018-03-06T11:10:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_006
Clear Invoice,2000000131_00001,,user_006,2018-03-06T11:11:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_006
Record Invoice Receipt,2000000131_00001,,user_006,2018-03-06T11:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_006
Clear Invoice,2000000131_00001,,user_005,2018-03-15T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00001,85.0,user_005
SRM: Created,2000000131_00002,,batch_00,2018-02-06T12:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
SRM: Complete,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
SRM: Awaiting Approval,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
SRM: Document Completed,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
SRM: In Transfer to Execution Syst.,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
SRM: Ordered,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
Create Purchase Order Item,2000000131_00002,,user_000,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_000
SRM: Change was Transmitted,2000000131_00002,,batch_00,2018-02-06T13:55:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
Vendor creates debit memo,2000000131_00002,,NONE,2018-02-21T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,NONE
Vendor creates invoice,2000000131_00002,,NONE,2018-02-21T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,NONE
Record Goods Receipt,2000000131_00002,,user_000,2018-02-23T07:59:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_000
Record Invoice Receipt,2000000131_00002,,batch_00,2018-02-26T13:31:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,batch_00
Cancel Invoice Receipt,2000000131_00002,,user_006,2018-03-06T11:10:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_006
Clear Invoice,2000000131_00002,,user_006,2018-03-06T11:11:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_006
Record Invoice Receipt,2000000131_00002,,user_006,2018-03-06T11:12:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_006
Clear Invoice,2000000131_00002,,user_005,2018-03-15T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0068,Purchase order,2000000131,sourceSystemID_0000,Logistics,NPR,Road Packed,vendorID_0068,2000000131_00002,30.0,user_005
SRM: Created,2000000132_00001,,batch_00,2018-02-06T13:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0012,Purchase order,2000000132,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0012,2000000132_00001,285.0,batch_00
SRM: Complete,2000000132_00001,,batch_00,2018-02-06T14:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0012,Purchase order,2000000132,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0012,2000000132_00001,285.0,batch_00
SRM: Awaiting Approval,2000000132_00001,,batch_00,2018-02-06T14:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0012,Purchase order,2000000132,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0012,2000000132_00001,285.0,batch_00
SRM: Document Completed,2000000132_00001,,batch_00,2018-02-06T14:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0012,Purchase order,2000000132,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0012,2000000132_00001,285.0,batch_00
