rank,case_count,variant_length,variant
4029,1,13,Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Remove Payment Block -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice
4030,1,10,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Vendor creates debit memo -> Change Quantity -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice
4031,1,13,Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates debit memo -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Vendor creates invoice -> Remove Payment Block -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Remove Payment Block -> Clear Invoice
4032,1,10,Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Cancel Invoice Receipt
4033,1,13,Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Record Goods Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Remove Payment Block -> Clear Invoice -> Clear Invoice -> Cancel Invoice Receipt
4034,1,14,Create Purchase Order Item -> Change Quantity -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice
4035,1,13,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Change Price -> Remove Payment Block -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Remove Payment Block -> Clear Invoice
4036,1,16,Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Vendor creates debit memo -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice
4037,1,8,Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Change Price -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice
4038,1,16,Create Purchase Requisition Item -> Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Clear Invoice -> Clear Invoice -> Cancel Invoice Receipt -> Vendor creates invoice -> Vendor creates debit memo -> Clear Invoice
4039,1,4,Create Purchase Order Item -> Cancel Goods Receipt -> Cancel Invoice Receipt -> Record Invoice Receipt
4040,1,20,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Record Invoice Receipt -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Clear Invoice
4041,1,11,Create Purchase Order Item -> Change Quantity -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice
4042,1,9,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Record Invoice Receipt -> Clear Invoice
4043,1,12,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Change Quantity -> Change Quantity -> Record Invoice Receipt -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Record Invoice Receipt -> Clear Invoice
4044,1,14,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice
4045,1,16,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Record Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Clear Invoice -> Record Invoice Receipt -> Cancel Invoice Receipt
4046,1,15,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Vendor creates invoice -> Remove Payment Block -> Change Quantity -> Change Delivery Indicator -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice
4047,1,11,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice
4048,1,12,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Cancel Invoice Receipt -> Clear Invoice
4049,1,11,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Change Quantity -> Change Quantity -> Record Invoice Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Delivery Indicator -> Clear Invoice
4050,1,9,Create Purchase Order Item -> Record Goods Receipt -> Cancel Goods Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Remove Payment Block -> Clear Invoice
4051,1,12,Create Purchase Order Item -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Change Delivery Indicator -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Cancel Invoice Receipt
4052,1,16,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Change Quantity -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Remove Payment Block -> Clear Invoice -> Clear Invoice
4053,1,9,Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Change Quantity -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Record Invoice Receipt
4054,1,23,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Cancel Invoice Receipt -> Change Price -> Remove Payment Block -> Clear Invoice -> Change Price -> Remove Payment Block -> Clear Invoice -> Change Price -> Remove Payment Block -> Record Invoice Receipt
4055,1,14,Vendor creates invoice -> Vendor creates invoice -> Vendor creates invoice -> Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Change Quantity -> Change Delivery Indicator -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice
4056,1,68,Vendor creates invoice -> Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Vendor creates invoice -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Change Price
4057,1,68,Vendor creates invoice -> Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Change Price -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice
4058,1,12,Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice
4059,1,53,Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Remove Payment Block -> Clear Invoice
4060,1,76,Vendor creates invoice -> Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Remove Payment Block -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Clear Invoice -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Record Goods Receipt -> Record Service Entry Sheet -> Record Invoice Receipt -> Clear Invoice
